id;id_ex;siret;rup_mi;gestion;date_creat;date_decla;date_publi;date_disso;nature;groupement;titre;titre_court;objet;objet_social1;objet_social2;adrs_complement;adrs_numvoie;adrs_repetition;adrs_typevoie;adrs_libvoie;adrs_distrib;adrs_codeinsee;adrs_codepostal;adrs_libcommune;adrg_declarant;adrg_complemid;adrg_complemgeo;adrg_libvoie;adrg_distrib;adrg_codepostal;adrg_achemine;adrg_pays;dir_civilite;siteweb;publiweb;observation;position;maj_time
"W9J1000115";"26/07/2007";"";"";"9J1T";"2015-11-27";"2016-02-25";"2007-09-08";"0001-01-01";"D";"S";"ASSOCIATION DES PROPRIETAIRES INTERNATIONAUX DE SAINT-BARTHELEMY";"ASSOCIATION DES PROPRIETAIRES INTER...";"préserver et améliorer la qualité de vie pour tous à Saint-Barthélemy ; représenter les intérêts des propriétaires privés internationaux de Saint-Barthélemy";"050000";"000000";"selarl Gkg";"";"";"";"rue Chanzy Gustavia";"_";"97701";"97133";"Saint-Barthélemy";"";"selarl Gkg";"";"rue Chanzy Gustavia";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"1";"";"A";"2016-08-26 20:00:02"
"W9J1000116";"";"";"";"9J1T";"2015-12-04";"2015-12-04";"2015-12-19";"0001-01-01";"D";"S";"LES FEMMES DE OUANA";"LES FEMMES DE OUANA";"rassembler les femmes autour d'évènements culturels et sportifs qui favorisent leur épanouissement et leur bien-être ; faire découvrir et promouvoir la pratique d'activités sportives, artistiques, culturelles, ludiques, créatives, relaxantes ; proposer des techniques de relaxation qui initient au bien-être et le favorise ; encourager des techniques innovantes et expérimentales qui participent à l'enrichissement personnel et au bien-être des femmes ; développer la pratique artistique et sportive de la pole dance ; initier, soutenir, diffuser tout projet amateur ou professionnel qui a pour objet de favoriser le bien être physique et moral ; renforcer les liens et les échanges autour de projets sportifs et culturels et développer es synergies avec d'autres réseaux ; développer une plateforme de mise en réseaux et de mise à disposition de biens et services";"006000";"011000";"la Case des Sables";"";"";"";"Saint-Jean";"_";"97701";"97133";"Saint-Barthélemy";"";"La case des sables";"";"Saint-Jean";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2016-01-12 19:53:52"
"W9J1000117";"";"";"";"9J1T";"2015-12-09";"2015-12-09";"2015-12-19";"0001-01-01";"D";"S";"PELICAN'S BASKET CLUB";"PELICAN'S BASKET CLUB";"pratiquer et promouvoir le basket pour les adultes de Saint-Barthélemy";"011065";"000000";"Gustavia";"";"";"RUE";"de la Paix";"_";"97701";"97133";"Saint-Barthélemy";"";"Gustavia";"";"Rue de la paix";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2016-01-12 19:53:52"
"W9J1000118";"";"";"";"9J1T";"2016-01-20";"2017-10-09";"2016-01-30";"0001-01-01";"D";"S";"SAINT-BARTH MUZIK";"SBM";"promouvoir la musique traditionnelle antillaise et caribéenne, soutenir et accompagner la pratique musicale et toutes activités pouvant y être rattachées";"006030";"000000";"Villa Ocea";"";"";"";"Route de Saline";"_";"97701";"97133";"Saint-Barthélemy";"";"Villa Ocea";"";"Route de Saline";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2017-10-09 20:33:06"
"W9J1000119";"";"";"";"9J1T";"2016-02-01";"2016-02-01";"2016-02-27";"0001-01-01";"D";"S";"MEDITRINE";"MEDITRINE";"favoriser le développement personnel de chacun afin de vivre en bonne santé physique, psychique, émotionnelle et spirituelle ; proposer des rencontres de qualités en collaboration avec des intervenants extérieurs ; promouvoir, développer et soutenir la recherche ; organiser des voyages d'études ; financer des formations ; créer ou soutenir des évènements à visées informatives, éducatives et/ou caritatives ; faire des dons financiers ou en nature à toutes autres associations ; soutenir par des dons de toute nature des structures existantes ; favoriser l'accès aux soins aux plus démunis ; créer ou contribuer à la création de lieux de vie, et participer à leurs fonctionnements ; s'appuyer sur l'effort collectif notamment dons, partenariats, bénévolats";"050000";"000000";"";"";"";"";"Salines";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Salines";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2016-03-02 12:45:14"
"W9J1000120";"";"";"";"9J1T";"2016-02-16";"2016-08-31";"2016-02-27";"2016-08-26";"D";"S";"ST-BARTH SKATEPARK";"ST-BARTH SKATEPARK";"créer une structure en béton appelée ""Skatepark"" rassemblant toutes les disciplines de sport de glisse urbain";"011130";"000000";"";"";"";"";"Colombier";"_";"97701";"97133";"Saint-Barthélemy";"";"Chez Edith GREAUX";"maison du bas";"Colombier";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"D";"2016-10-11 21:32:13"
"W9J1000121";"";"";"";"9J1T";"2016-02-26";"2016-05-10";"2016-03-19";"0001-01-01";"D";"S";"ST BARTH'S TOUCH";"ST BARTH'S TOUCH";"rassembler les prestataires de massage qualifiés et passionnés, faciliter la logistique relative à l'exercice du métier et promouvoir l'art du massage ; créer et référencer les prestataires de qualité, organiser une plateforme logistique et mettre en place une action publicitaire commune";"017000";"000000";"";"";"";"";"Anse des Lézards";"_";"97701";"97133";"Saint-Barthélemy";"";"Vitet";"Ensemble LAPLACE";"";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"www.stbarthstouch.com";"0";"";"A";"2016-11-08 20:00:05"
"W9J1000122";"";"";"";"9J1T";"2016-03-10";"2016-03-10";"2016-04-09";"0001-01-01";"D";"S";"ASSOCIATION DES CARIBBEAN GIRLS";"A.C.G.";"organiser un char carnavalesque à Saint-Barthélemy et d'en faire assurer le succès populaire tout en restant dans les limites de la bonne morale et de la bienséance, la principale manifestation étant le défilé carnavalesque annuel de Saint-Barthélemy";"006000";"000000";"";"";"";"";"Vitet";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Vitet";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2016-04-09 12:45:09"
"W9J1000123";"07/04/1997";"";"";"9J1T";"1997-04-07";"2016-04-18";"1997-05-10";"0001-01-01";"D";"S";"ASSOCIATION POUR LA SAUVEGARDE DU QUARTIER DE PUBLIC";"A.S.P.";"lutter contre les agressions à la santé, à la sécurité et au bien-être des habitants du quartier de Public ; entreprendre les démarches pour que les lois sur l'environnement et la qualité de la vie soient respectées";"024045";"000000";"";"";"";"";"public";"_";"97701";"97133";"Saint-Barthélemy";"";"";"Citerne communale";"public";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"1";"";"A";"2016-10-18 20:00:04"
"W9J1000124";"18/09/1995";"";"";"9J1T";"1995-09-01";"2020-06-16";"1901-07-01";"0001-01-01";"D";"S";"ASSOCIATION DES RESTAURATEURS DE SAINT-BARTHELEMY - ARSB";"ARSB";"resserer les liens, l'entraide et l'harmonie existants entre les membres, notamment par des publications, réunions, congrès ; représenter et défendre les intérêts de ses membres, dans le cadre des lois, auprès des pouvoirs publics, administrations, organismes privés et plus généralement de toutes autorités et corps constitués ; contribuer à la promotion commerciale de ses membres notamment par des manifestations publiques et privées de toute nature ou tous types d'actions marketing favorables";"022542";"000000";"Gustavia";"4";"";"RUE";"Lubin BRIN";"_";"97701";"97012";"Saint-Barthélemy";"";"CHEZ BONITO";"GUSTAVIA";"15 RUE DU PèRE IRéNéE DE BRUYN";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PM";"";"1";"";"A";"2020-12-15 20:00:03"
"W9J1000125";"";"";"";"9J1T";"2016-06-06";"2021-09-07";"2016-06-18";"0001-01-01";"D";"S";"TEAM FWI - ESPORT";"TEAM FWI - ESPORT";"pratiquer et promouvoir des activités liées aux compétitions de jeux vidéo dit eSport et toute action compatible avec cet objet qui s'y rapporte et contribue à sa réalisation";"011000";"000000";"";"";"";"";"Grand Cul de Sac";"_";"97701";"97133";"Saint-Barthélemy";"";"chez M. LEMAISTRE Bruno";"villa Lagon Bleu";"Grand cul de sac";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2021-09-16 21:41:19"
"W9J1000126";"";"";"";"9J1T";"2016-06-24";"2017-07-20";"2016-07-09";"0001-01-01";"D";"S";"GUSTAVIA YACHT CLUB";"GUSTAVIA YACHT CLUB";"promouvoir par des actions non lucratives les activités de yachting sur l'île de Saint Barthélemy, d'y constituer le centre de la vie nautique et de développer la convivialité et une communauté d'intérêts entre les plaisanciers de Saint Barthélemy grâce notamment à la mise à disposition de ses membres d'un lieu de réunion à Gustavia ; des initiatives d'intérêt collectif telles que l'organisation de régates, croisières, convoyages et manifestations sportives ; l'optimisation par regroupement d'achats d'équipements renouvelables et de fournitures, ainsi que des frais de contrôle et d'entretien des mouillages ; des animations et actions permettant aux membres de mieux se connaître et à l'association de gagner en notoriété ; des relations avec tous les acteurs de ces mêmes activités dans le monde ainsi qu'avec d'autres ports et avec les autorités et professionnels du port de Gustavia ; l'organisation de toute activité susceptible de lui procurer des fond telles que la conception";"022000";"000000";"APPARTEMENT MAHI résidence Marlin";"20";"";"RUE";"Jeanne d'Arc Gustavia";"_";"97701";"97133";"Saint-Barthélemy";"";"Villa BAC";"";"Saint-Jean carénage";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2017-08-17 21:12:26"
"W9J1000127";"";"";"";"9J1T";"2016-06-30";"2016-06-30";"2016-07-23";"0001-01-01";"D";"S";"GÉNÉRATION ST BARTH";"GÉNÉRATION ST BARTH";"définir et promouvoir les conditions d'une nouvelle offre politique, regrouper toutes celles et tous ceux, citoyens, élus locaux, parlementaires, qui sont attachés à la sauvegarde de Saint-Barthélemy, de son identité, de son patrimoine et de son écologie et qui entendent développer une ambition innovante et collective pour Saint-Barthélemy, axée sur la préservation de l'environnement, un juste équilibre de l'urbanisation, tout en y associant le développement touristique";"001015";"000000";"";"";"";"";"Grand-Fond";"_";"97701";"97133";"Saint-Barthélemy";"";"Chez Clémence Berry";"";"Grand-Fond";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2016-07-23 12:45:09"
"W9J1000128";"";"";"";"9J1T";"2016-07-25";"2016-07-25";"2016-08-06";"0001-01-01";"D";"S";"LES GAULOIS DE SAINT BARTHÉLEMY";"LES GAULOIS DE SAINT BARTHÉLEMY";"pratiquer le football, participer pleinement à la vie des collectivités locales et territoriales, contribuer à donner l'accès au football aux employés des différents hôtels et restaurants à Saint-Barthélemy dans un esprit sportif";"011075";"000000";"RES BELLA PLAGE APP 2";"";"";"";"Lorient";"_";"97701";"97133";"Saint-Barthélemy";"";"RES BELLA PLAGE APP 2";"";"Lorient";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2016-08-06 12:45:18"
"W9J1000129";"";"";"";"9J1T";"2016-07-01";"2019-02-08";"2016-08-13";"0001-01-01";"D";"S";"ISLAND NATURE ST-BARTH EXPERIENCES";"IN ST BARTH EXPERIENCES";"développer un réseau de bénévoles et volontaires à Saint-Barthélemy ;  développer toute action d'utilité locale dans les domaines de l'environnement, du patrimoine, du socio-culturel, de l'action sociale et solidaire ; initier et/ou soutenir des chantiers de sauvegarde et de restauration du patrimoine naturel et culturel ; regrouper des porteurs de projets, associatifs ou non, qui mettent en œuvre des activités de travail volontaire au profit de l'intérêt général ; favoriser leur mise en relation et la participation des bénévoles, volontaires ; faciliter l'accès de tous à des actions collectives et éducatives ; partager les connaissances, les savoir-faire ; favoriser les échanges et le partage";"024050";"010000";"";"";"";"";"Vitet";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Vitet";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2019-02-18 15:26:36"
"W9J1000130";"";"";"";"9J1T";"2016-08-02";"2022-01-03";"2016-08-20";"0001-01-01";"D";"S";"CROWS OF HELL RIDERS";"CROWS OF HELL RIDERS";"promouvoir la passion de la moto au travers de ballades et toutes manifestations d'ordre touristique, participer à des manifestations locales, fêtes, salons, expositions, etc... ; participer et organiser des œuvres caritatives diverses, accompagner les jeunes à la pratique du deux roues motorisés ; vendre des produits dérivés ""Crows of hell riders"" ; organiser des évènements, concerts, festivals, ect... ; vendre des boissons et restauration (snacking)";"011160";"000000";"villa clair de lune";"";"";"";"Lurin";"_";"97701";"97133";"Saint-Barthélemy";"";"VILLA CLAIR DE LUNE";"";"LURIN";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PM";"";"0";"";"A";"2022-01-17 14:27:35"
"W9J1000131";"";"";"";"9J1T";"2016-08-09";"2018-08-17";"2016-08-20";"2018-08-15";"D";"S";"THE WOODCUTTERS BIKERS SBH MCP";"THE WOODCUTTERS BIKERS SBH MCP";"créer des évènements autour du monde du deux roues et de la sécurité routière en scoot et moto";"011160";"000000";"";"";"";"";"Anse des Cayes";"_";"97701";"97133";"Saint-Barthélemy";"";"Chez Michael et Angelica GREAUX";"";"Anse des Cayes";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"D";"2018-08-30 16:34:58"
"W9J1000132";"";"";"";"9J1T";"2016-08-29";"2016-08-29";"2016-09-10";"0001-01-01";"D";"S";"IN MY KITCHEN";"IN MY KITCHEN";"développer et promouvoir des activités dans le domaine culinaire (cuisine & pâtisserie) à destination des enfants et des familles dans la perspective d'une meilleure alimentation quotidienne et familiale";"050000";"000000";"grande savane";"";"";"";"Public";"_";"97701";"97133";"Saint-Barthélemy";"";"Grande Savane";"";"Public";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2016-10-11 20:15:02"
"W9J1000133";"";"";"";"9J1T";"2016-10-04";"2016-10-04";"2016-10-22";"0001-01-01";"D";"S";"DOMAINE FÉLICITÉ";"DOMAINE FÉLICITÉ";"assurer la sauvegarde du patrimoine culturel, historique, architectural, floral, faunique et gastronomique de Saint-Barthélemy ; proposer sa découverte par la création d'un jardin d'agrément et dans des locaux d'époques, des expositions et tous documents ou objets se rapportant aux origines, à l'histoire, aux coutumes et traditions locales ; rechercher et diffuser toutes documentations et témoignages sur l'histoire de Saint-Barthélemy et de sa population ; organiser des évènements culturels et plus largement toutes actions susceptibles d'en favoriser la réalisation et le développement ; vendre de façon habituelle tous types de produits, fournitures ou services se rapportant à l'objet principal pour en assurer son bon fonctionnement";"010000";"000000";"Public";"";"";"LD";"La tourmente";"_";"97701";"97133";"Saint-Barthélemy";"";"SECCSB/Société d'Expertise Comptable";"Marigot";"lieu dit Les 4 chemins";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2016-10-22 12:45:11"
"W9J1000134";"";"";"";"9J1T";"2016-09-21";"2016-09-21";"2016-10-22";"0001-01-01";"D";"S";"SAINT-BARTH MOTO CROSS";"SAINT-BARTH MOTO CROSS";"organiser les entrainements et compétitions de motocross et quad cross";"011160";"000000";"";"";"";"";"Grand cul de sac";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Grand cul de sac";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2016-10-22 12:45:07"
"W9J1000135";"";"";"";"9J1T";"2016-11-23";"2016-11-23";"2016-12-03";"0001-01-01";"D";"S";"CHABAD SBH";"CHABAD SBH";"promouvoir et diffuser le judaïsme par le biais d'activités sociales, culturelles, éducatives et sportives non lucratives";"040000";"000000";"";"";"";"";"Merlette";"_";"97701";"97133";"Saint-Barthélemy";"";"SCP SIMORRE ET CIFFREO";"";"Merlette";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2016-12-03 12:45:38"
"W9J1000136";"";"";"";"9J1T";"2016-12-09";"2020-03-26";"2016-12-24";"0001-01-01";"D";"S";"UNITED ARTISTS OF SAINT BARTH";"UNITED ARTISTS OF SAINT BARTH";"faire connaître la production artistique de l'île de Saint-Barthélemy";"006100";"000000";"coupe Gorge villa Kalliste";"";"";"";"";"_St Jean";"97701";"97012";"Saint-Barthélemy";"";"COUPE GORGE VILLA KALLISTE";"";"ST JEAN";"";"97012";"SAINT-BARTHÉLEMY";"FRANCE";"PM";"";"0";"";"A";"2020-09-25 20:00:07"
"W9J1000137";"";"";"";"9J1T";"2016-12-14";"2016-12-14";"2017-02-11";"0001-01-01";"D";"S";"ASSOCIATION PRIVÉE DES TENNIS DU DOMAINE DU LEVANT";"A.P.T.D.L.";"assurer la gestion de l'utilisation des courts de tennis du Domaine et leur entretien";"050000";"000000";"Villa Silver Rainbow";"";"";"";"Petit cul de sac domaine du levant";"_";"97701";"97133";"Saint-Barthélemy";"";"VILLA SILVER RAINBOW";"";"Petit cul de sac domaine du levant";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2017-02-13 19:24:47"
"W9J1000138";"";"";"";"9J1T";"2017-02-13";"2017-02-13";"2017-02-25";"0001-01-01";"D";"S";"OUANALAO GAMES";"OUANALAO GAMES";"développer la pratique des jeux de société sur l'île de Saint-Barthélemy. La liste des jeux pratiqués au sein de l'association devra faire l'objet d'une autorisation par le conseil d'administration de l'association qui autorisera la pratique des jeux au sein de ""sections de jeux"". L'autorisation de pratiquer un jeu au sein de l'association pourra être retirée par décision du conseil d'administration. La pratique de jeux d'argent est interdite au sein de l'association";"050000";"000000";"";"";"";"";"Flamands";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Flamands";"BP 34";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2017-02-27 12:45:30"
"W9J1000139";"";"";"";"9J1T";"2017-03-22";"2017-03-22";"2017-04-01";"0001-01-01";"D";"S";"LES DROITS DU PIETON SBH";"LES DROITS DU PIETON SBH";"défendre et sauvegarder les droits du piéton dans tous les domaines notamment lors de l'élaboration des décisions sur les projets d'équipement, d'aménagement de voirie ou de réglementation pouvant les concerner ; participer à l'amélioration du cadre et de la qualité de la vie, notamment en matière d'urbanisme et de transports, ainsi qu'à la protection de l'environnement ; promouvoir les déplacements à pied ; promouvoir ou réclamer toute mesure de nature à favoriser directement ou indirectement le respect de l'affectation des trottoirs à la circulation des piétons ; lutter contre les décisions règlementaires ou individuelles portant atteinte aux droits des piétons sur les emplacements normalement affectés à leur circulation, à savoir, de façon non limitative, les permissions de voirie, les autorisations de stationnement de véhicules, les autorisations de terrasse, d'étalage, les implantations de mobilier urbain public ; participer à la lutte contre l'insécurité routière, dans tous les lieux où les piétons sont concernés, par toute action de formation, d'éducation, etc";"019042";"036535";"Gustavia";"31";"";"RUE";"Victor Shoelcher";"_";"97701";"97133";"Saint-Barthélemy";"";"GUSTAVIA";"";"";"BP 281";"97096";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2017-04-03 14:08:54"
"W9J1000140";"";"";"";"9J1T";"2017-05-03";"2019-04-09";"2017-05-13";"2019-04-05";"D";"S";"LA FERME DES SUCRIERS";"LA FERME DES SUCRIERS";"développer l'éducation citoyenne et l'éducation à l'écologie ; donner les moyen au plus grand nombre d'agir pour la protection de l'environnement et adopter des modes de vie respectueux de l'humain et de la planète ; faciliter la coopération entre les acteurs de la société et contribuer ainsi à la réhabilitation et au renforcement du lien social et de la solidarité";"024050";"000000";"";"";"";"";"Marigot";"_";"97701";"97133";"Saint-Barthélemy";"";"LIEU DIT LES 4 CHEMINS";"";"MARIGOT";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PM";"";"0";"";"D";"2019-05-04 12:45:36"
"W9J1000141";"";"";"";"9J1T";"2017-06-06";"2017-06-06";"2017-06-24";"0001-01-01";"D";"S";"LES SAINT-BARTH SISTERS";"SBS";"développer la pratique du chant, la formation et l'éducation musicale de ses membres, notamment par des répétitions, sorties ; organiser des manifestations et spectacles dans lesquels le groupe musical se produit ; mettre en oeuvre tous les moyens propres à favoriser la culture musicale";"006030";"000000";"Résidence Les Gaiacs";"";"";"";"Lurin";"_";"97701";"97133";"Saint-Barthélemy";"";"Résidence Les Gaiacs";"";"Lurin";"";"97133";"Saint-Barthélemy";"FRANCE";"PF";"";"0";"";"A";"2017-06-24 12:45:07"
"W9J1000142";"";"";"";"9J1T";"2017-06-30";"2017-06-30";"2017-07-08";"0001-01-01";"D";"S";"ST BARTH XXX SPORTS";"ST BARTH XXX SPORTS";"promouvoir et développer la pratique des sports de glisse urbains tel que le skateboard, roller, BMX et trottinette, notamment par l'accompagnement de la Collectivité de Saint-Barthélemy dans le projet de création d'un skatepark";"011130";"000000";"";"";"";"";"";"_";"97701";"97133";"Saint-Barthélemy";"";"chez Mme PANZA Vanessa";"";"Route de Salines - Lorient";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"0";"";"A";"2017-07-08 12:45:24"
"W9J1000143";"04/12/2003";"";"";"9J1T";"2003-12-03";"2017-06-27";"2004-01-17";"0001-01-01";"D";"S";"COMITÉ DE LIAISON ÉCONOMIQUE DE SAINT-BARTHÉLEMY";"C.L.E.";"se positionner comme agence de développement économique, touristique, social et culturel de l'île de Saint-Barthélemy ; Elle intégrera notamment les domaines suivants et sans que ceux-ci ne soient exhaustifs : le développement technologique, l'énergie, la santé, l'éducation, l'environnement, les questions bancaires et assurantielles ; elle a notamment pour objet l'exercice d'activités d'information, d'études, d'expertise et de promotion en vue de contribuer au développement durable de l'île : en suscitant un dialogue permanent entre les élus et les principaux organismes socioprofessionnels ; en initiant toute démarche prospective pour impulser un développement équilibré de l'île, à travers toutes ses composantes et, en particulier, dans le domaine économique, touristique, technologique, urbanistique, environnemental, énergétique, social et culturel ; en mettant en oeuvre et en coordonnant un certain nombre d'initiatives entrant dans son champ d'activités ; en représentant les groupements et personnes, qui se préoccupent de définir et de soutenir l'action des consommateurs, usagers, contribuables en vue de leur permettre de conquérir et d'exercer leur pouvoir dans la société, afin d'aboutir à une amélioration de leurs conditions de vie dans tous les domaines : production, distribution, services publics, privés, marchands ou non marchands, environnement, santé, etc... en représentant, auprès des acteurs de la décision publique locale, nationale ou internationale, les préoccupations et intérêts, d'organisations professionnelles, d'entreprises, d'associations, de territoires ou d'organismes publics au travers d'un partage d'information contradictoire et équilibré, d'un soutien stratégique et opérationnel et d'actions éthiques et responsables ; en présentant en tous lieux et auprès de toutes instances, et notamment en justice, les intérêts des consommateurs, socio-professionnels, usagers et contribuables. Elle pour ester en justice dans toutes instances introduites par des personnes physiques ou morales, dans le cadre de contentieux de droit bancaire, de droit de la santé, de l'éducation, de droit international, etc... Elle pourra elle-même introduire des instances de son propre chef dans ces domaines ; et plus généralement, toutes opérations se rattachant directement ou indirectement à l'objet ci-dessus, ou à tous autres objets similaires, connexes ou susceptibles d'en faciliter ou d'en permettre la réalisation";"009000";"000000";"";"";"";"RUE";"du bord de mer Gustavia";"_";"97701";"97133";"Saint-Barthélemy";"";"";"GUSTAVIA";"RUE DU BORD DE MER";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PF";"";"1";"";"A";"2017-12-26 20:00:12"
"W9J1000144";"09:08:1972";"";"";"9J1T";"1972-08-09";"1997-06-03";"1901-07-01";"0001-01-01";"D";"S";"ASSOCIATION SPORTIVE SAINT-BARTH NATATION";"A.S.S.B.N.";"développer les activités sportives aquatiques telles que natation, aquagym, bébés nageurs, natation adulte, prénatal, postnatal, handisport, natation synchro, water-polo, volley aquatique...";"011125";"000000";"piscine municipale";"";"";"";"Saint-Jean";"_";"97701";"97133";"Saint-Barthélemy";"";"piscine municipale";"";"Saint-Jean";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"1";"";"A";"2017-07-05 20:00:12"
"W9J1000145";"05/01/2007";"";"";"9J1T";"2007-01-05";"2020-03-09";"1901-07-01";"0001-01-01";"D";"S";"CINÉ SAINT BARTH";"CINÉ SAINT BARTH";"promouvoir et faire connaître le cinéma caribéen et international ; initier les jeunes aux techniques cinématographiques ; assurer une relation inter-îles pour une plus grande connaissance de l'environnement caribéen ; faire émerger et rayonner à travers des réalisations cinématographiques la culture et les valeurs Saint-Barth ; ouvrir le dialogue entre producteurs caribéens et européens";"006025";"000000";"";"";"";"";"Saint-Jean";"_";"97701";"97133";"Saint-Barthélemy";"";"B.P 1017";"";"Saint-Jean";"";"97012";"Saint-Barthélemy";"FRANCE";"PM";"";"1";"";"A";"2020-04-16 15:59:16"
"W9J1000146";"08/03/1984";"";"";"9J1T";"1984-03-08";"1996-04-25";"1984-04-01";"0001-01-01";"D";"S";"ASSOCIATION LE COROSSOL";"A.L.C.";"animer, promouvoir et défendre le village de Corossol ; mettre en oeuvre tous les moyens disponibles pour le mieux être des habitants du village et de ses visiteurs ; étudier le problèmes posés et tenter de dégager les solutions possibles ; sauvegarder le cachet original du village dû à ses traditions";"009000";"000000";"";"";"";"";"Corossol";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Corossol";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"1";"";"A";"2017-07-05 20:00:12"
"W9J1000147";"05/01/2004";"";"";"9J1T";"2004-01-05";"2021-01-07";"2004-02-14";"0001-01-01";"D";"S";"SAINT BARTH ECHECS";"SBE";"développer les jeux de stratégie et en particulier les échecs à Saint-Barthélemy";"011000";"000000";"";"";"";"";"Merlette";"_";"97701";"97133";"Saint-Barthélemy";"";"MERLETTE";"MAISON SUGER GREAUX";"";"";"97133";"SAINT-BARTHéLEMY";"FRANCE";"PM";"";"1";"";"A";"2021-07-09 20:00:04"
"W9J1000148";"12/09/2008";"";"";"9J1T";"2008-09-12";"2021-01-14";"2008-10-04";"0001-01-01";"D";"S";"ST-BARTH MULTIHULLS";"ST-BARTH MULTIHULLS";"développer la pratique des sports nautiques, cours, compétitions, formations, manifestations nautiques, régates régionales, caribéennes, nationales et internationales, achat et vente de matériel de bateaux";"011095";"000000";"Gustavia";"3";"";"RUE";"Dugommier";"_";"97701";"97133";"Saint-Barthélemy";"";"Grande saline";"";"Chez M. BERRY Thierry";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"1";"";"A";"2021-01-19 15:38:58"
"W9J1000149";"14/11/2007";"";"";"9J1T";"2007-11-14";"2018-02-26";"2007-12-08";"0001-01-01";"D";"S";"TROPIK FM";"TROPIK FM";"assurer le fonctionnement d'une radio locale associative appartenant à la catégorie A des radios définie par la loi n°86-1067 du 30 septembre 1986. Cette radio se veut de proximité, au service de l'expression de ses adhérents, de l'information de tous les habitants des îles de Saint-Barthélemy et Saint-Martin, et de la promotion du patrimoine culturel local. Elle pourra aussi organiser des manifestations susceptibles d'animer le vie associative et économique locale";"005010";"000000";"Villa Azur";"";"";"";"Merlette";"_";"97701";"97133";"Saint-Barthélemy";"";"Villa Azur";"";"Merlette";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"1";"";"A";"2018-03-14 14:31:45"
"W9J1000150";"02/12/1998";"";"";"9J1T";"1998-12-02";"1998-12-02";"1998-12-26";"0001-01-01";"D";"S";"S.B. ARTISTS";"S.B. ARTISTS";"enseigner le chant, la musique, la danse, l'art dramatique ; créer, produire, diffuser des oeuvres musicales, littéraires, théâtrales, picturales ; promouvoir toute expression artistique et culturelle en rapport avec les activités citées";"006030";"000000";"";"";"";"";"Petites Salines";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Petites Salines";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"1";"";"A";"2017-07-05 20:00:12"
"W9J1000151";"06/02/2001";"";"";"9J1T";"2001-02-06";"2001-02-06";"2001-03-10";"0001-01-01";"D";"S";"LES MARINS PÊCHEURS DE SAINT-BARTHELEMY";"LES MARINS PÊCHEURS DE SAINT-BARTHE...";"défendre et promouvoir la profession de marin pêcheur à Saint-Barthélemy";"013010";"000000";"";"";"";"";"Grand cul de sac";"_";"97701";"97133";"Saint-Barthélemy";"";"";"";"Grand cul de sac";"";"97133";"Saint-Barthélemy";"FRANCE";"PM";"";"1";"";"A";"2017-07-05 20:00:12"
